township_id,annual_precipitation_mm
T066R18W5,544
T066R19W4,401
T066R19W5,545
T066R20W4,394
T066R20W5,546
T066R21W4,402
T066R21W5,549
T066R22W4,413
T066R22W5,556
T066R23W4,429
T066R23W5,565
T066R24W4,449
T066R24W5,568
T066R25W4,469
T066R25W5,563
T066R26W4,502
T066R26W5,550
T066R27W4,506
T066R27W5,544
T067R01W4,422
T067R01W5,495
T067R01W6,538
T067R02W4,428
T067R02W5,496
T067R02W6,538
T067R03W4,429
T067R03W5,498
T067R03W6,537
T067R04W4,433
T067R04W5,502
T067R04W6,530
T067R05W4,436
T067R05W5,502
T067R05W6,534
T067R06W4,440
T067R06W5,516
T067R06W6,545
T067R07W4,443
T067R07W5,577
T067R07W6,544
T067R08W4,469
T067R08W5,612
T067R08W6,536
T067R09W4,481
T067R09W5,620
T067R09W6,535
T067R10W4,480
T067R10W5,617
T067R10W6,532
T067R11W4,468
T067R11W5,630
T067R11W6,530
T067R12W4,455
T067R12W5,649
T067R12W6,523
T067R13W4,445
T067R13W5,651
T067R13W6,516
T067R14W4,440
T067R14W5,661
T067R14W6,513
T067R15W4,444
T067R15W5,646
T067R16W4,440
T067R16W5,612
T067R17W4,425
T067R17W5,570
T067R18W4,411
T067R18W5,557
T067R19W4,400
T067R19W5,555
T067R20W4,396
T067R20W5,547
T067R21W4,410
T067R21W5,538
T067R22W4,427
T067R22W5,541
T067R23W4,467
T067R23W5,551
T067R24W4,476
T067R24W5,551
T067R25W4,472
T067R25W5,539
T067R26W4,487
T067R26W5,533
T067R27W4,493
T067R27W5,533
T068R01W4,430
T068R01W5,495
T068R01W6,527
T068R02W4,430
T068R02W5,498
T068R02W6,530
T068R03W4,429
T068R03W5,499
T068R03W6,525
T068R04W4,434
T068R04W5,505
T068R04W6,510
T068R05W4,438
T068R05W5,508
T068R05W6,505
T068R06W4,444
T068R06W5,518
T068R06W6,528
T068R07W4,457
T068R07W5,596
T068R07W6,534
T068R08W4,485
T068R08W5,637
T068R08W6,522
T068R09W4,497
T068R09W5,640
T068R09W6,519
T068R10W4,496
T068R10W5,645
T068R10W6,515
T068R11W4,482
T068R11W5,657
T068R11W6,502
T068R12W4,462
T068R12W5,656
T068R12W6,491
T068R13W4,450
T068R13W5,651
T068R13W6,485
T068R14W4,443
T068R14W5,643
T068R14W6,488
T068R15W4,443
T068R15W5,623
T068R16W4,440
T068R16W5,583
T068R17W4,426
T068R17W5,564
T068R18W4,417
T068R18W5,558
T068R19W4,408
T068R19W5,559
T068R20W4,408
T068R20W5,544
T068R21W4,423
T068R21W5,520
T068R22W4,445
T068R22W5,513
T068R23W4,468
T068R23W5,521
T068R24W4,474
T068R24W5,524
T068R25W4,475
T068R25W5,523
T068R26W4,487
T068R26W5,523
T068R27W4,492
T068R27W5,522
T069R01W4,436
T069R01W5,492
T069R01W6,512
T069R02W4,433
T069R02W5,496
T069R02W6,513
T069R03W4,430
T069R03W5,502
T069R03W6,501
T069R04W4,436
T069R04W5,513
T069R04W6,485
T069R05W4,441
T069R05W5,521
T069R05W6,475
T069R06W4,450
T069R06W5,540
T069R06W6,474
T069R07W4,477
T069R07W5,596
T069R07W6,486
T069R08W4,494
T069R08W5,629
T069R08W6,489
T069R09W4,500
T069R09W5,636
T069R09W6,482
T069R10W4,503
T069R10W5,661
T069R10W6,474
T069R11W4,493
T069R11W5,677
T069R11W6,467
T069R12W4,473
T069R12W5,668
T069R12W6,463
T069R13W4,458
T069R13W5,646
T069R13W6,465
T069R14W4,450
T069R14W5,624
T069R14W6,469
T069R15W4,447
T069R15W5,596
T069R16W4,441
T069R16W5,567
T069R17W4,432
T069R17W5,554
T069R18W4,428
T069R18W5,551
T069R19W4,423
T069R19W5,552
T069R20W4,422
T069R20W5,530
T069R21W4,432
T069R21W5,499
T069R22W4,447
T069R22W5,493
T069R23W4,460
T069R23W5,500
T069R24W4,468
T069R24W5,511
T069R25W4,474
T069R25W5,514
T069R26W4,484
T069R26W5,516
T069R27W4,490
T069R27W5,516
T070R01W4,440
T070R01W5,484
T070R01W6,501
T070R02W4,437
T070R02W5,489
T070R02W6,493
T070R03W4,432
T070R03W5,504
T070R03W6,482
T070R04W4,437
T070R04W5,521
T070R04W6,469
T070R05W4,443
T070R05W5,545
T070R05W6,466
T070R06W4,453
T070R06W5,556
T070R06W6,465
T070R07W4,478
T070R07W5,564
T070R07W6,457
T070R08W4,498
T070R08W5,591
T070R08W6,456
T070R09W4,501
T070R09W5,616
T070R09W6,444
T070R10W4,503
T070R10W5,656
T070R10W6,441
T070R11W4,494
T070R11W5,671
T070R11W6,452
T070R12W4,477
T070R12W5,664
T070R12W6,455
T070R13W4,464
T070R13W5,633
T070R13W6,455
T070R14W4,458
T070R14W5,592
T070R14W6,459
T070R15W4,453
T070R15W5,557
T070R16W4,444
T070R16W5,541
T070R17W4,441
T070R17W5,536
T070R18W4,435
T070R18W5,536
T070R19W4,432
T070R19W5,532
T070R20W4,430
T070R20W5,504
T070R21W4,434
T070R21W5,479
T070R22W4,441
T070R22W5,495
T070R23W4,454
T070R23W5,496
T070R24W4,463
T070R24W5,513
T070R25W4,469
T070R25W5,515
T070R26W4,477
T070R26W5,514
T070R27W4,480
T070R27W5,507
T071R01W4,442
T071R01W5,479
T071R01W6,490
T071R02W4,447
T071R02W5,484
T071R02W6,481
T071R03W4,442
T071R03W5,498
T071R03W6,469
T071R04W4,441
T071R04W5,515
T071R04W6,457
T071R05W4,446
T071R05W5,550
T071R05W6,446
T071R06W4,454
T071R06W5,561
T071R06W6,437
T071R07W4,487
T071R07W5,539
T071R07W6,439
T071R08W4,497
T071R08W5,548
T071R08W6,439
T071R09W4,501
T071R09W5,574
T071R09W6,427
T071R10W4,492
T071R10W5,614
T071R10W6,426
T071R11W4,482
T071R11W5,642
T071R11W6,443
T071R12W4,471
T071R12W5,631
T071R12W6,452
T071R13W4,467
T071R13W5,584
T071R13W6,452
T071R14W4,465
T071R14W5,542
T071R14W6,455
T071R15W4,458
T071R15W5,519
T071R16W4,446
T071R16W5,511
T071R17W4,439
T071R17W5,505
T071R18W4,439
T071R18W5,505
T071R19W4,435
T071R19W5,503
T071R20W4,431
T071R20W5,490
T071R21W4,431
T071R21W5,478
T071R22W4,438
T071R22W5,489
T071R23W4,453
T071R23W5,520
T071R24W4,464
T071R24W5,523
T071R25W4,468
T071R25W5,517
T071R26W4,475
T071R26W5,509
T072R01W4,447
T072R01W5,482
T072R01W6,486
T072R02W4,446
T072R02W5,489
T072R02W6,475
T072R03W4,446
T072R03W5,493
T072R03W6,463
T072R04W4,449
T072R04W5,485
T072R04W6,454
T072R05W4,451
T072R05W5,461
T072R05W6,444
T072R06W4,457
T072R06W5,462
T072R06W6,438
T072R07W4,487
T072R07W5,494
T072R07W6,439
T072R08W4,490
T072R08W5,511
T072R08W6,436
T072R09W4,489
T072R09W5,521
T072R09W6,426
T072R10W4,485
T072R10W5,538
T072R10W6,425
T072R11W4,473
T072R11W5,556
T072R11W6,434
T072R12W4,467
T072R12W5,560
T072R12W6,445
T072R13W4,464
T072R13W5,535
T072R13W6,449
T072R14W4,464
T072R14W5,516
T072R14W6,449
T072R15W4,447
T072R15W5,505
T072R16W4,441
T072R16W5,492
T072R17W4,441
T072R17W5,476
T072R18W4,441
T072R18W5,480
T072R19W4,438
T072R19W5,486
T072R20W4,431
T072R20W5,487
T072R21W4,429
T072R21W5,490
T072R22W4,438
T072R22W5,507
T072R23W4,465
T072R23W5,522
T072R24W4,470
T072R24W5,520
T072R25W4,471
T072R25W5,511
T072R26W4,477
T072R26W5,497
T073R01W4,449
T073R01W5,497
T073R01W6,471
T073R02W4,449
T073R02W5,506
T073R02W6,464
T073R03W4,451
T073R03W5,503
T073R03W6,461
T073R04W4,448
T073R04W5,484
T073R04W6,461
T073R05W4,452
T073R05W5,449
T073R05W6,462
T073R06W4,478
T073R06W5,446
T073R06W6,450
T073R07W4,481
T073R07W5,474
T073R07W6,444
T073R08W4,486
T073R08W5,495
T073R08W6,438
T073R09W4,487
T073R09W5,502
T073R09W6,432
T073R10W4,482
T073R10W5,513
T073R10W6,431
T073R11W4,477
T073R11W5,516
T073R11W6,437
T073R12W4,470
T073R12W5,520
T073R12W6,445
T073R13W4,466
T073R13W5,504
T073R13W6,453
T073R14W4,453
T073R14W5,505
T073R14W6,453
T073R15W4,455
T073R15W5,503
T073R16W4,450
T073R16W5,472
T073R17W4,449
T073R17W5,461
T073R18W4,448
T073R18W5,466
T073R19W4,443
T073R19W5,474
T073R20W4,435
T073R20W5,476
T073R21W4,433
T073R21W5,484
T073R22W4,457
T073R22W5,500
T073R23W4,471
T073R23W5,511
T073R24W4,472
T073R24W5,509
T073R25W4,476
T073R25W5,499
T073R26W4,487
T073R26W5,486
T074R01W4,450
T074R01W5,517
T074R01W6,462
T074R02W4,451
T074R02W5,525
T074R02W6,459
T074R03W4,452
T074R03W5,526
T074R03W6,460
T074R04W4,450
T074R04W5,531
T074R04W6,476
T074R05W4,449
T074R05W5,532
T074R05W6,478
T074R06W4,476
T074R06W5,504
T074R06W6,469
T074R07W4,483
T074R07W5,498
T074R07W6,457
T074R08W4,486
T074R08W5,500
T074R08W6,451
T074R09W4,484
T074R09W5,501
T074R09W6,447
T074R10W4,484
T074R10W5,500
T074R10W6,447
T074R11W4,481
T074R11W5,495
T074R11W6,452
T074R12W4,475
T074R12W5,496
T074R12W6,461
T074R13W4,460
T074R13W5,491
T074R13W6,464
T074R14W4,463
T074R14W5,494
T074R14W6,465
T074R15W4,473
T074R15W5,482
T074R16W4,477
T074R16W5,459
T074R17W4,472
T074R17W5,457
T074R18W4,463
T074R18W5,459
T074R19W4,453
T074R19W5,461
T074R20W4,444
T074R20W5,464
T074R21W4,447
T074R21W5,464
T074R22W4,460
T074R22W5,473
T074R23W4,469
T074R23W5,480
T074R24W4,475
T074R24W5,480
T074R25W4,485
T074R25W5,475
T074R26W4,500
T074R26W5,470
T075R01W4,481
T075R01W5,528
T075R01W6,454
T075R02W4,478
T075R02W5,534
T075R02W6,453
T075R03W4,449
T075R03W5,536
T075R03W6,459
T075R04W4,448
T075R04W5,546
T075R04W6,475
T075R05W4,455
T075R05W5,566
T075R05W6,478
T075R06W4,478
T075R06W5,552
T075R06W6,474
T075R07W4,485
T075R07W5,523
T075R07W6,469
T075R08W4,487
T075R08W5,503
T075R08W6,468
T075R09W4,485
T075R09W5,500
T075R09W6,467
T075R10W4,487
T075R10W5,497
T075R10W6,468
T075R11W4,485
T075R11W5,485
T075R11W6,472
T075R12W4,468
T075R12W5,483
T075R12W6,478
T075R13W4,470
T075R13W5,479
T075R13W6,476
T075R14W4,483
T075R14W5,479
T075R15W4,508
T075R15W5,468
T075R16W4,511
T075R16W5,456
T075R17W4,501
T075R17W5,452
T075R18W4,483
T075R18W5,452
T075R19W4,467
T075R19W5,451
T075R20W4,459
T075R20W5,453
T075R21W4,459
T075R21W5,453
T075R22W4,470
T075R22W5,452
T075R23W4,476
T075R23W5,449
T075R24W4,485
T075R24W5,445
T075R25W4,501
T075R25W5,446
T075R26W4,515
T075R26W5,447
T076R01W4,472
T076R01W5,529
T076R01W6,448
T076R02W4,470
T076R02W5,532
T076R02W6,449
T076R03W4,469
T076R03W5,535
T076R03W6,449
T076R04W4,465
T076R04W5,542
T076R04W6,459
T076R05W4,471
T076R05W5,554
T076R05W6,470
T076R06W4,473
T076R06W5,549
T076R06W6,473
T076R07W4,478
T076R07W5,529
T076R07W6,479
T076R08W4,485
T076R08W5,509
T076R08W6,484
T076R09W4,485
T076R09W5,493
T076R09W6,485
T076R10W4,486
T076R10W5,478
T076R10W6,483
T076R11W4,475
T076R11W5,473
T076R11W6,487
T076R12W4,473
T076R12W5,472
T076R12W6,487
T076R13W4,474
T076R13W5,480
T076R13W6,483
T076R14W4,496
T076R14W5,475
T076R15W4,521
T076R15W5,467
T076R16W4,523
T076R16W5,456
T076R17W4,515
T076R17W5,450
T076R18W4,498
T076R18W5,444
T076R19W4,482
T076R19W5,444
T076R20W4,469
T076R20W5,444
T076R21W4,469
T076R21W5,446
T076R22W4,472
T076R22W5,443
T076R23W4,482
T076R23W5,432
T076R24W4,491
T076R24W5,425
T076R25W4,504
T076R25W5,428
T076R26W4,524
T076R26W5,437
T077R01W4,460
T077R01W5,522
T077R01W6,440
T077R02W4,461
T077R02W5,520
T077R02W6,449
T077R03W4,447
T077R03W5,521
T077R03W6,448
T077R04W4,456
T077R04W5,527
T077R04W6,448
T077R05W4,463
T077R05W5,539
T077R05W6,457
T077R06W4,478
T077R06W5,537
T077R06W6,470
T077R07W4,484
T077R07W5,516
T077R07W6,482
T077R08W4,490
T077R08W5,495
T077R08W6,490
T077R09W4,481
T077R09W5,481
T077R09W6,493
T077R10W4,484
T077R10W5,482
T077R10W6,491
T077R11W4,476
T077R11W5,470
T077R11W6,493
T077R12W4,476
T077R12W5,470
T077R12W6,490
T077R13W4,480
T077R13W5,478
T077R13W6,480
T077R14W4,500
T077R14W5,473
T077R15W4,521
T077R15W5,464
T077R16W4,523
T077R16W5,456
T077R17W4,518
T077R17W5,449
T077R18W4,504
T077R18W5,442
T077R19W4,485
T077R19W5,437
T077R20W4,479
T077R20W5,436
T077R21W4,478
T077R21W5,438
T077R22W4,480
T077R22W5,435
T077R23W4,491
T077R23W5,420
T077R24W4,495
T077R24W5,415
T077R25W4,503
T077R25W5,416
T077R26W4,514
T077R26W5,428
T078R01W4,457
T078R01W5,505
T078R01W6,436
T078R02W4,456
T078R02W5,510
T078R02W6,442
T078R03W4,450
T078R03W5,509
T078R03W6,443
T078R04W4,452
T078R04W5,512
T078R04W6,444
T078R05W4,462
T078R05W5,514
T078R05W6,449
T078R06W4,476
T078R06W5,508
T078R06W6,461
T078R07W4,488
T078R07W5,499
T078R07W6,477
T078R08W4,490
T078R08W5,485
T078R08W6,491
T078R09W4,483
T078R09W5,487
T078R09W6,494
T078R10W4,488
T078R10W5,472
T078R10W6,493
T078R11W4,489
T078R11W5,457
T078R11W6,493
T078R12W4,492
T078R12W5,460
T078R12W6,488
T078R13W4,486
T078R13W5,470
T078R13W6,473
T078R14W4,499
T078R14W5,465
T078R15W4,512
T078R15W5,459
T078R16W4,517
T078R16W5,454
T078R17W4,515
T078R17W5,451
T078R18W4,506
T078R18W5,443
T078R19W4,497
T078R19W5,431
T078R20W4,481
T078R20W5,426
T078R21W4,481
T078R21W5,428
T078R22W4,487
T078R22W5,423
T078R23W4,494
T078R23W5,411
T078R24W4,500
T078R24W5,405
T078R25W4,498
T078R25W5,402
T078R26W4,500
T078R26W5,417
T079R01W4,468
T079R01W5,494
T079R01W6,422
T079R02W4,447
T079R02W5,503
T079R02W6,433
T079R03W4,452
T079R03W5,506
T079R03W6,436
T079R04W4,452
T079R04W5,504
T079R04W6,436
T079R05W4,457
T079R05W5,499
T079R05W6,439
T079R06W4,472
T079R06W5,499
T079R06W6,450
T079R07W4,493
T079R07W5,493
T079R07W6,464
T079R08W4,497
T079R08W5,489
T079R08W6,475
T079R09W4,490
T079R09W5,477
T079R09W6,482
T079R10W4,492
T079R10W5,455
T079R10W6,483
T079R11W4,493
T079R11W5,439
T079R11W6,483
T079R12W4,491
T079R12W5,447
T079R12W6,478
T079R13W4,495
T079R13W5,447
T079R13W6,470
T079R14W4,492
T079R14W5,455
T079R15W4,497
T079R15W5,453
T079R16W4,496
T079R16W5,451
T079R17W4,490
T079R17W5,454
T079R18W4,501
T079R18W5,447
T079R19W4,494
T079R19W5,429
T079R20W4,488
T079R20W5,420
T079R21W4,485
T079R21W5,418
T079R22W4,490
T079R22W5,412
T079R23W4,495
T079R23W5,405
T079R24W4,500
T079R24W5,398
T079R25W4,487
T079R25W5,401
T079R26W4,484
T079R26W5,409
T080R01W4,468
T080R01W5,479
T080R01W6,411
T080R02W4,449
T080R02W5,493
T080R02W6,416
T080R03W4,449
T080R03W5,492
T080R03W6,424
T080R04W4,451
T080R04W5,478
T080R04W6,424
T080R05W4,466
T080R05W5,474
T080R05W6,429
T080R06W4,483
T080R06W5,473
T080R06W6,441
T080R07W4,496
T080R07W5,473
T080R07W6,455
T080R08W4,503
T080R08W5,468
T080R08W6,463
T080R09W4,503
T080R09W5,456
T080R09W6,468
T080R10W4,501
T080R10W5,443
T080R10W6,472
T080R11W4,497
T080R11W5,435
T080R11W6,472
T080R12W4,493
T080R12W5,441
T080R12W6,472
T080R13W4,491
T080R13W5,440
T080R13W6,467
T080R14W4,488
T080R14W5,445
T080R15W4,474
T080R15W5,453
T080R16W4,481
T080R16W5,452
T080R17W4,481
T080R17W5,461
T080R18W4,480
T080R18W5,452
T080R19W4,479
T080R19W5,434
T080R20W4,481
T080R20W5,418
T080R21W4,480
T080R21W5,406
T080R22W4,485
T080R22W5,399
T080R23W4,484
T080R23W5,395
T080R24W4,475
T080R24W5,394
T080R25W4,462
T080R25W5,399
T080R26W4,468
T080R26W5,403
T081R01W4,448
T081R01W5,473
T081R01W6,405
T081R02W4,448
T081R02W5,472
T081R02W6,412
T081R03W4,451
T081R03W5,462
T081R03W6,414
T081R04W4,461
T081R04W5,455
T081R04W6,415
T081R05W4,474
T081R05W5,456
T081R05W6,421
T081R06W4,493
T081R06W5,454
T081R06W6,433
T081R07W4,509
T081R07W5,446
T081R07W6,445
T081R08W4,519
T081R08W5,457
T081R08W6,453
T081R09W4,511
T081R09W5,452
T081R09W6,456
T081R10W4,502
T081R10W5,450
T081R10W6,460
T081R11W4,498
T081R11W5,446
T081R11W6,461
T081R12W4,498
T081R12W5,444
T081R12W6,462
T081R13W4,496
T081R13W5,439
T081R13W6,461
T081R14W4,483
T081R14W5,450
T081R15W4,469
T081R15W5,447
T081R16W4,464
T081R16W5,450
T081R17W4,464
T081R17W5,445
T081R18W4,463
T081R18W5,447
T081R19W4,468
T081R19W5,434
T081R20W4,468
T081R20W5,414
T081R21W4,475
T081R21W5,398
T081R22W4,477
T081R22W5,388
T081R23W4,473
T081R23W5,386
T081R24W4,463
T081R24W5,384
T081R25W4,463
T081R25W5,387
T081R26W4,467
T081R26W5,395
T082R01W4,448
T082R01W5,465
T082R01W6,405
T082R02W4,446
T082R02W5,463
T082R02W6,412
T082R03W4,461
T082R03W5,455
T082R03W6,412
T082R04W4,471
T082R04W5,449
T082R04W6,414
T082R05W4,489
T082R05W5,441
T082R05W6,424
T082R06W4,518
T082R06W5,439
T082R06W6,432
T082R07W4,533
T082R07W5,442
T082R07W6,443
T082R08W4,519
T082R08W5,448
T082R08W6,450
T082R09W4,513
T082R09W5,460
T082R09W6,450
T082R10W4,498
T082R10W5,456
T082R10W6,452
T082R11W4,500
T082R11W5,457
T082R11W6,451
T082R12W4,499
T082R12W5,445
T082R12W6,449
T082R13W4,495
T082R13W5,443
T082R13W6,449
T082R14W4,478
T082R14W5,449
T082R15W4,463
T082R15W5,457
T082R16W4,456
T082R16W5,455
T082R17W4,454
T082R17W5,444
T082R18W4,449
T082R18W5,439
T082R19W4,458
T082R19W5,428
T082R20W4,464
T082R20W5,406
T082R21W4,471
T082R21W5,392
T082R22W4,473
T082R22W5,386
T082R23W4,469
T082R23W5,382
T082R24W4,464
T082R24W5,378
T082R25W4,463
T082R25W5,381
T082R26W4,463
T082R26W5,391
T083R01W4,440
T083R01W5,466
T083R01W6,411
T083R02W4,440
T083R02W5,459
T083R02W6,418
T083R03W4,468
T083R03W5,451
T083R03W6,420
T083R04W4,483
T083R04W5,445
T083R04W6,427
T083R05W4,487
T083R05W5,441
T083R05W6,429
T083R06W4,511
T083R06W5,442
T083R06W6,432
T083R07W4,532
T083R07W5,443
T083R07W6,439
T083R08W4,546
T083R08W5,450
T083R08W6,448
T083R09W4,533
T083R09W5,460
T083R09W6,455
T083R10W4,508
T083R10W5,461
T083R10W6,453
T083R11W4,494
T083R11W5,458
T083R11W6,437
T083R12W4,487
T083R12W5,449
T083R12W6,435
T083R13W4,475
T083R13W5,446
T083R13W6,437
T083R14W4,467
T083R14W5,447
T083R15W4,458
T083R15W5,447
T083R16W4,453
T083R16W5,447
T083R17W4,448
T083R17W5,446
T083R18W4,450
T083R18W5,439
T083R19W4,460
T083R19W5,422
T083R20W4,466
T083R20W5,400
T083R21W4,469
T083R21W5,388
T083R22W4,470
T083R22W5,385
T083R23W4,469
T083R23W5,384
T083R24W4,464
T083R24W5,380
T083R25W4,463
T083R25W5,389
T083R26W4,467
T083R26W5,400
T084R01W4,436
T084R01W5,465
T084R01W6,429
T084R02W4,435
T084R02W5,464
T084R02W6,432
T084R03W4,466
T084R03W5,460
T084R03W6,429
T084R04W4,466
T084R04W5,452
T084R04W6,430
T084R05W4,489
T084R05W5,447
T084R05W6,430
T084R06W4,520
T084R06W5,443
T084R06W6,430
T084R07W4,549
T084R07W5,443
T084R07W6,431
T084R08W4,560
T084R08W5,445
T084R08W6,440
T084R09W4,555
T084R09W5,449
T084R09W6,447
T084R10W4,529
T084R10W5,458
T084R10W6,442
T084R11W4,499
T084R11W5,456
T084R11W6,429
T084R12W4,485
T084R12W5,441
T084R12W6,428
T084R13W4,464
T084R13W5,441
T084R13W6,431
T084R14W4,455
T084R14W5,445
T084R15W4,455
T084R15W5,445
T084R16W4,449
T084R16W5,449
T084R17W4,454
T084R17W5,450
T084R18W4,458
T084R18W5,439
T084R19W4,465
T084R19W5,422
T084R20W4,468
T084R20W5,403
T084R21W4,470
T084R21W5,390
T084R22W4,469
T084R22W5,386
T084R23W4,468
T084R23W5,386
T084R24W4,466
T084R24W5,392
T084R25W4,465
T084R25W5,408
T084R26W4,464
T084R26W5,420
T085R01W4,430
T085R01W5,466
T085R01W6,440
T085R02W4,444
T085R02W5,466
T085R02W6,442
T085R03W4,447
T085R03W5,462
T085R03W6,436
T085R04W4,456
T085R04W5,457
T085R04W6,431
T085R05W4,478
T085R05W5,452
T085R05W6,430
T085R06W4,516
T085R06W5,447
T085R06W6,428
T085R07W4,551
T085R07W5,443
T085R07W6,421
T085R08W4,565
T085R08W5,436
T085R08W6,427
T085R09W4,562
T085R09W5,436
T085R09W6,440
T085R10W4,535
T085R10W5,440
T085R10W6,438
T085R11W4,503
T085R11W5,438
T085R11W6,430
T085R12W4,481
T085R12W5,440
T085R12W6,427
T085R13W4,465
T085R13W5,441
T085R13W6,430
T085R14W4,457
T085R14W5,444
T085R15W4,454
T085R15W5,447
T085R16W4,453
T085R16W5,454
T085R17W4,462
T085R17W5,450
T085R18W4,462
T085R18W5,441
T085R19W4,468
T085R19W5,424
T085R20W4,470
T085R20W5,411
T085R21W4,471
T085R21W5,401
T085R22W4,468
T085R22W5,394
T085R23W4,467
T085R23W5,397
T085R24W4,465
T085R24W5,410
T085R25W4,465
T085R25W5,430
T085R26W4,465
T085R26W5,437
T086R01W4,445
T086R01W5,466
T086R01W6,443
T086R02W4,445
T086R02W5,472
T086R02W6,444
T086R03W4,437
T086R03W5,464
T086R03W6,437
T086R04W4,440
T086R04W5,462
T086R04W6,431
T086R05W4,454
T086R05W5,456
T086R05W6,431
T086R06W4,485
T086R06W5,450
T086R06W6,427
T086R07W4,518
T086R07W5,441
T086R07W6,414
T086R08W4,544
T086R08W5,431
T086R08W6,413
T086R09W4,535
T086R09W5,428
T086R09W6,427
T086R10W4,510
T086R10W5,433
T086R10W6,434
T086R11W4,491
T086R11W5,434
T086R11W6,431
T086R12W4,477
T086R12W5,439
T086R12W6,429
T086R13W4,467
T086R13W5,441
T086R13W6,430
T086R14W4,456
T086R14W5,441
T086R15W4,454
T086R15W5,444
T086R16W4,454
T086R16W5,451
T086R17W4,453
T086R17W5,446
T086R18W4,465
T086R18W5,438
T086R19W4,470
T086R19W5,427
T086R20W4,472
T086R20W5,422
T086R21W4,474
T086R21W5,423
T086R22W4,470
T086R22W5,421
T086R23W4,468
T086R23W5,419
T086R24W4,467
T086R24W5,427
T086R25W4,465
T086R25W5,442
T086R26W4,465
T086R26W5,446
T087R01W4,433
T087R01W5,471
T087R01W6,448
T087R02W4,433
T087R02W5,467
T087R02W6,448
T087R03W4,433
T087R03W5,467
T087R03W6,439
T087R04W4,433
T087R04W5,467
T087R04W6,433
T087R05W4,438
T087R05W5,461
T087R05W6,431
T087R06W4,451
T087R06W5,453
T087R06W6,421
T087R07W4,448
T087R07W5,447
T087R07W6,413
T087R08W4,440
T087R08W5,429
T087R08W6,410
T087R09W4,448
T087R09W5,427
T087R09W6,418
T087R10W4,461
T087R10W5,432
T087R10W6,426
T087R11W4,467
T087R11W5,435
T087R11W6,430
T087R12W4,468
T087R12W5,438
T087R12W6,432
T087R13W4,464
T087R13W5,439
T087R13W6,437
T087R14W4,452
T087R14W5,439
T087R15W4,451
T087R15W5,440
T087R16W4,449
T087R16W5,445
T087R17W4,469
T087R17W5,442
T087R18W4,469
T087R18W5,433
T087R19W4,470
T087R19W5,427
T087R20W4,471
T087R20W5,437
T087R21W4,474
T087R21W5,440
T087R22W4,469
T087R22W5,440
T087R23W4,468
T087R23W5,437
T087R24W4,468
T087R24W5,438
T087R25W4,466
T087R25W5,446
T087R26W4,466
T087R26W5,447
T088R01W4,433
T088R01W5,468
T088R01W6,448
T088R02W4,428
T088R02W5,473
T088R02W6,453
T088R03W4,432
T088R03W5,475
T088R03W6,452
T088R04W4,431
T088R04W5,474
T088R04W6,444
T088R05W4,433
T088R05W5,466
T088R05W6,436
T088R06W4,436
T088R06W5,459
T088R06W6,427
T088R07W4,428
T088R07W5,461
T088R07W6,418
T088R08W4,426
T088R08W5,458
T088R08W6,415
T088R09W4,426
T088R09W5,439
T088R09W6,418
T088R10W4,439
T088R10W5,447
T088R10W6,424
T088R11W4,450
T088R11W5,438
T088R11W6,431
T088R12W4,456
T088R12W5,438
T088R12W6,437
T088R13W4,460
T088R13W5,438
T088R13W6,441
T088R14W4,445
T088R14W5,437
T088R15W4,469
T088R15W5,438
T088R16W4,467
T088R16W5,435
T088R17W4,470
T088R17W5,434
T088R18W4,470
T088R18W5,429
T088R19W4,467
T088R19W5,440
T088R20W4,470
T088R20W5,446
T088R21W4,471
T088R21W5,451
T088R22W4,465
T088R22W5,454
T088R23W4,465
T088R23W5,450
T088R24W4,466
T088R24W5,446
T088R25W4,473
T088R25W5,448
T088R26W4,474
T088R26W5,450
T089R01W4,433
T089R01W5,475
T089R01W6,460
T089R02W4,433
T089R02W5,478
T089R02W6,461
T089R03W4,428
T089R03W5,479
T089R03W6,468
T089R04W4,431
T089R04W5,478
T089R04W6,465
T089R05W4,433
T089R05W5,471
T089R05W6,458
T089R06W4,433
T089R06W5,465
T089R06W6,443
T089R07W4,428
T089R07W5,466
T089R07W6,431
T089R08W4,425
T089R08W5,464
T089R08W6,427
T089R09W4,427
T089R09W5,453
T089R09W6,427
T089R10W4,433
T089R10W5,453
T089R10W6,433
T089R11W4,439
T089R11W5,453
T089R11W6,442
T089R12W4,442
T089R12W5,453
T089R12W6,450
T089R13W4,433
T089R13W5,452
T089R13W6,461
T089R14W4,438
T089R14W5,450
T089R15W4,452
T089R15W5,443
T089R16W4,463
T089R16W5,455
T089R17W4,459
T089R17W5,450
T089R18W4,461
T089R18W5,447
T089R19W4,462
T089R19W5,449
T089R20W4,461
T089R20W5,447
T089R21W4,460
T089R21W5,452
T089R22W4,455
T089R22W5,454
T089R23W4,458
T089R23W5,448
T089R24W4,466
T089R24W5,448
T089R25W4,473
T089R25W5,454
T089R26W4,472
T089R26W5,457
T090R01W4,433
T090R01W5,476
T090R01W6,462
T090R02W4,435
T090R02W5,484
T090R02W6,470
T090R03W4,428
T090R03W5,483
T090R03W6,477
T090R04W4,428
T090R04W5,482
T090R04W6,477
T090R05W4,435
T090R05W5,476
T090R05W6,470
T090R06W4,434
T090R06W5,468
T090R06W6,461
T090R07W4,430
T090R07W5,465
T090R07W6,452
T090R08W4,428
T090R08W5,462
